Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
01/16/23,Austin Beck,John Skinner,Toyota,Corolla,2016,19993,0.05000216,999.69
01/24/23,Valerie Nolan,Shelley Welch,Chevrolet,Silverado,2018,21258,0.08647141,1838.21
12/26/22,Robert Conrad,Stephanie Garcia,Nissan,F-150,2016,48180,0.113473923,5467.17
02/20/23,Diane Sanders,Denise Velez,Ford,F-150,2021,22268,0.055122106,1227.46
05/27/22,Scott Martin,Christine Bradford,Nissan,Civic,2012,25447,0.135362994,3444.58
07/11/22,Daniel Roberts,Angela Ramos,Honda,Silverado,2018,23454,0.07415248,1739.17
06/30/22,David Lee,Andrew Townsend,Ford,Corolla,2017,33224,0.118367779,3932.65
04/27/23,Bonnie Gomez,Darlene Travis,Honda,Altima,2017,38751,0.143619062,5565.38
08/11/22,Mariah Wood,Mary Taylor,Chevrolet,Corolla,2015,23319,0.133155509,3105.05
07/11/22,Veronica Tyler,Leslie Scott,Toyota,Silverado,2013,10067,0.123670066,1244.99
03/03/23,Jeremy Santiago,Eric Thornton,Chevrolet,Civic,2015,45862,0.074396419,3411.97
06/16/22,Jason Kerr,Lynn Harris,Nissan,F-150,2016,18286,0.135828121,2483.75
02/24/23,Tara Glenn,Carl Hernandez,Toyota,Corolla,2017,20553,0.080773672,1660.14
03/17/23,Jamie Braun,Christine Parker,Toyota,Silverado,2010,43218,0.141376758,6110.02
08/12/22,Robert Woods,Robin Mcintosh,Ford,Civic,2021,33221,0.087297164,2900.1
04/24/23,Lisa Riley DVM,Jessica Martin,Nissan,Civic,2014,13931,0.110384276,1537.76
11/14/22,Jenny Webster,Jason Pugh,Chevrolet,Corolla,2018,19666,0.137933425,2712.6
11/22/22,Michael Henderson,Ellen Brewer,Toyota,Altima,2010,44249,0.064748187,2865.04
05/14/22,Melissa Cline,Mrs. Jessica Wilson MD,Toyota,Silverado,2017,12013,0.085403389,1025.95
10/16/22,Caleb Martinez DDS,Michelle Mendez,Chevrolet,Silverado,2021,31841,0.118439009,3771.22
05/01/22,Jason Jackson,Michael Payne,Nissan,Corolla,2022,41449,0.076826727,3184.39
02/18/23,Michelle Fuller,Kristy Brown,Nissan,Altima,2011,16779,0.097095229,1629.16
01/11/23,Shannon Cruz,Becky Castillo,Toyota,F-150,2020,45908,0.135212639,6207.34
10/15/22,Charles Guerra,Andrew Duncan,Toyota,Altima,2011,45839,0.1155839,5298.25
11/13/22,Patrick Doyle,Nathan Diaz,Nissan,Corolla,2011,14507,0.085988837,1247.44
06/16/22,Robert Graham,Dana Mata,Ford,Corolla,2010,31026,0.071262414,2210.99
04/25/23,Amy Pierce,Kyle Hill,Honda,Corolla,2017,46250,0.110094083,5091.85
09/02/22,Joseph Galvan,Kevin Harvey,Nissan,Altima,2016,28591,0.114410086,3271.1
06/17/22,Kirsten Pope,Kendra Stein,Nissan,Altima,2015,31143,0.132036253,4112.01
05/17/22,Peter Schmidt,Sheena Lewis,Chevrolet,Silverado,2016,28204,0.092110884,2597.9
11/27/22,Jeffery Torres,Carol Henry,Honda,Corolla,2020,31386,0.118716579,3726.04
08/19/22,Levi Baker,Stephen Perez,Toyota,Silverado,2022,42409,0.116102507,4923.79
10/23/22,Robert Coleman,Brian Bates,Honda,Silverado,2017,27318,0.060005939,1639.24
03/08/23,Jill Melton,Alejandro Holt,Nissan,Civic,2014,14698,0.059679003,877.16
08/30/22,George Compton,Cynthia Wells,Honda,Corolla,2010,42121,0.070755842,2980.31
03/22/23,David Hughes,Eric Hickman,Toyota,F-150,2016,36472,0.142495613,5197.1
09/27/22,Karen Herman,Jennifer Anderson,Nissan,Silverado,2014,35150,0.095719699,3364.55
09/01/22,Julia Fleming,Daniel Patterson Jr.,Honda,Corolla,2020,48729,0.053908033,2626.88
02/02/23,Jasmine Ferguson,Molly Crawford,Nissan,Altima,2016,31699,0.117006649,3708.99
11/01/22,Patricia Brooks,Christie Hunter,Toyota,Altima,2015,48969,0.079225824,3879.61
10/23/22,Kathryn White,Nancy Davis,Nissan,Altima,2014,42995,0.080287046,3451.94
01/24/23,Eric Hernandez,Michele Morgan,Chevrolet,Silverado,2017,25721,0.075790217,1949.4
02/17/23,Kathryn Wolfe,John Miles,Nissan,Silverado,2018,39961,0.08942382,3573.47
04/12/23,Andrew West,Renee Phillips,Toyota,Silverado,2017,30720,0.130696765,4015
02/09/23,Stephen Newton,Emily Moses,Honda,Silverado,2014,39757,0.136853463,5440.88
05/28/22,Mary Henry,Ryan Barnes,Ford,Civic,2019,24673,0.104844397,2586.83
01/03/23,Michelle Sherman,Veronica White,Ford,Altima,2014,24010,0.142086508,3411.5
12/20/22,Dr. Kimberly Johnston,Christine Scott,Toyota,Silverado,2020,12606,0.129309311,1630.07
08/19/22,Richard Garcia,Jennifer Ritter,Honda,Corolla,2016,47608,0.123129616,5861.95
03/04/23,Michelle Ayala,Dominique Carlson,Ford,Civic,2020,37065,0.079866543,2960.25
06/27/22,Stephanie Spencer,Audrey Cooper,Ford,Civic,2017,28539,0.107540134,3069.09
04/05/23,Nicole Rivera,Mr. Jake Marquez,Ford,Altima,2019,26971,0.122022775,3291.08
05/04/22,Edward Brown,Michael Murphy,Toyota,Silverado,2018,30286,0.125772834,3809.16
02/03/23,Sara Patrick,Patrick Thomas,Ford,Civic,2016,45257,0.092801954,4199.94
11/13/22,Todd Edwards,Michael Chandler,Toyota,Silverado,2019,35271,0.059142926,2086.03
02/25/23,Eileen Guzman,Timothy Miller,Chevrolet,F-150,2013,16272,0.102119475,1661.69
08/01/22,Susan Williams,Robert Tucker,Ford,Civic,2013,28149,0.071137321,2002.44
04/27/23,Austin Montoya,John Rogers,Nissan,Silverado,2010,15021,0.136241677,2046.49
12/23/22,Teresa Thompson,John Glenn,Toyota,F-150,2015,46673,0.102520665,4784.95
04/13/23,Walter Wallace,Ashley Marquez,Toyota,F-150,2015,31679,0.08055814,2552
03/19/23,Jose Roth,Joseph Kerr,Ford,Silverado,2014,40621,0.0612262,2487.07
05/25/22,Jeffery Garcia,Alfred Butler,Honda,F-150,2017,22369,0.095342474,2132.72
10/03/22,Jonathan Burgess,Christopher Smith,Ford,Civic,2011,37862,0.087528529,3314.01
08/14/22,Christine Moyer,Ashley Carr,Chevrolet,Silverado,2015,42449,0.069206145,2937.73
08/25/22,Jeffrey Hicks,Kayla Hernandez,Ford,Silverado,2011,36410,0.130661672,4757.39
11/21/22,Terri Durham,Donna Jones,Ford,Civic,2017,46640,0.140119304,6535.16
11/03/22,Brandon Morrow,Maria White,Ford,Civic,2013,34417,0.118633695,4083.02
11/05/22,Shawn Hunt,Joseph Livingston,Chevrolet,F-150,2014,42602,0.092817109,3954.19
04/29/23,David Garrison,Justin Moore,Ford,Civic,2017,46312,0.105941253,4906.35
07/29/22,David Grant,Maria Briggs,Nissan,Corolla,2016,45589,0.106894879,4873.23
02/07/23,Kimberly Hall,John Parker,Honda,Silverado,2015,44779,0.10669721,4777.79
02/06/23,Roger Randolph,Gabriel Garcia,Chevrolet,Altima,2019,41842,0.146453913,6127.92
08/08/22,Jacob Moore,Randy Noble,Toyota,Corolla,2020,36840,0.137618298,5069.86
01/25/23,Joshua Wilson DDS,James Summers,Ford,F-150,2015,17171,0.142546731,2447.67
01/31/23,Nicholas Martinez,Kenneth Tyler,Nissan,Altima,2017,31156,0.102393778,3190.18
04/23/23,Robert Gibson,Kirk Lowe,Toyota,Altima,2017,29442,0.149890205,4413.07
09/19/22,Mary Torres,Kathleen Perry,Nissan,Corolla,2021,30422,0.092048086,2800.29
09/28/22,Gerald Peterson,Daniel Keller,Chevrolet,Civic,2017,24838,0.100163473,2487.86
04/15/23,Samuel Bailey,Pamela Fisher,Ford,Altima,2010,31507,0.141868078,4469.84
06/23/22,Kevin Lyons,Anthony Fleming,Chevrolet,Corolla,2011,45287,0.085259211,3861.13
02/10/23,Joseph Adams,Barry Decker,Nissan,Silverado,2019,13085,0.061858079,809.41
04/14/23,Gary Mccarthy,Mary Johnson,Nissan,Altima,2011,29936,0.073987924,2214.9
07/17/22,Rebecca Blair,Michael Carlson,Ford,Civic,2013,31900,0.07614751,2429.11
06/11/22,Brandon Brown,Kevin Davis,Honda,Civic,2011,31050,0.084945255,2637.55
09/07/22,Sharon Williams,Miranda Moore,Ford,F-150,2017,40988,0.079246562,3248.16
02/11/23,Hannah Perez,Stephanie Stanley,Honda,Altima,2012,19530,0.108669956,2122.32
05/05/22,Donald Hickman,Donald Smith,Chevrolet,Altima,2010,24606,0.092016975,2264.17
07/18/22,Jennifer Diaz DVM,Casey Saunders,Chevrolet,Corolla,2011,46494,0.05097661,2370.11
02/14/23,Kimberly Hall,Laura Jones,Toyota,F-150,2022,13756,0.138670924,1907.56
11/16/22,Anthony Brady MD,Kim Aguilar DDS,Toyota,F-150,2014,44308,0.077016327,3412.44
05/31/22,Bobby Kelly,Danielle Mack,Chevrolet,F-150,2012,34172,0.133677318,4568.02
08/26/22,Carol Liu,James Taylor,Honda,Corolla,2015,26438,0.14714153,3890.13
08/17/22,Michael Mcneil,Jessica Hamilton,Nissan,Altima,2020,17715,0.114374962,2026.15
01/22/23,Jessica Jimenez,Jennifer Hernandez,Honda,Altima,2022,44752,0.080793011,3615.65
09/03/22,Jessica Guerrero,Mark Dudley,Nissan,Silverado,2020,13705,0.062327464,854.2
03/18/23,Christian Carter,Alexander Stokes,Chevrolet,F-150,2012,13204,0.132188342,1745.41
08/07/22,Gregory Lewis,Christina Murphy,Ford,Corolla,2012,23332,0.091599813,2137.21
04/27/23,Jesse Lawrence,Brandon Wolf,Ford,Civic,2016,33607,0.131143636,4407.34
03/10/23,Jordan Evans,Madison Rivera,Honda,F-150,2022,20819,0.099364416,2068.67
10/08/22,Nicholas Ballard,Sharon Maxwell,Chevrolet,Altima,2020,13726,0.073201226,1004.76
12/03/22,Mrs. Ruth Stanley MD,Christopher Dominguez,Chevrolet,Civic,2015,24760,0.100993346,2500.6
09/29/22,Tracy Ramirez,Kimberly Hughes,Toyota,Altima,2010,17443,0.111436078,1943.78
12/10/22,Casey Cohen,Michelle Beck,Ford,Silverado,2021,11203,0.085945181,962.84
02/13/23,Darlene Johnson,Thomas Peters,Ford,F-150,2016,15529,0.133077016,2066.55
10/18/22,Karla Blackwell,Ryan Hernandez,Ford,Civic,2010,17532,0.126231783,2213.1
05/27/22,April Young,Courtney Sullivan,Nissan,Civic,2022,24292,0.141819805,3445.09
11/13/22,Megan Tate,Jennifer Hall,Chevrolet,Civic,2010,43050,0.114986185,4950.16
06/08/22,Erik Leonard,Joel Garrett,Nissan,Silverado,2014,18693,0.058118731,1086.41
09/13/22,Lance Flores,Jeffrey Cooper,Toyota,Civic,2020,37788,0.111346053,4207.54
03/22/23,Melissa Jacobs,Dillon Johnson,Honda,Silverado,2012,49929,0.093433692,4665.05
07/25/22,Todd Fisher,Jose King,Nissan,Corolla,2017,28026,0.053538008,1500.46
01/29/23,Zachary Hanson,Andrew Roth,Honda,Civic,2011,42145,0.087289118,3678.8
05/12/22,Mrs. Regina Walker,Courtney Wright,Honda,F-150,2012,35800,0.06054802,2167.62
07/23/22,Daniel Schaefer,Angel Rose,Ford,F-150,2019,38050,0.132951135,5058.79
01/04/23,Juan Diaz,Rachel Bowen,Nissan,F-150,2021,45151,0.077072302,3479.89
03/02/23,Jennifer Williams MD,Michael Orozco,Honda,Altima,2019,34856,0.10998697,3833.71
03/07/23,Nicholas Thompson PhD,Donald Diaz,Toyota,Silverado,2022,20930,0.062233074,1302.54
12/23/22,Seth Lewis,Joseph Tran,Toyota,Corolla,2010,46665,0.11008936,5137.32
09/29/22,Amanda Brown,Gabriel Anderson,Nissan,Civic,2021,45192,0.061448178,2776.97
02/03/23,Joshua Rogers,Leslie Garcia,Toyota,Corolla,2010,15839,0.130557471,2067.9
04/26/23,Jennifer Norman,Laura Brown,Toyota,Civic,2022,21492,0.132778844,2853.68
10/25/22,Peter Christensen,Cynthia Cabrera,Chevrolet,Silverado,2018,21527,0.128155872,2758.81
12/17/22,Alicia Mathis,Stephen Russell,Toyota,Silverado,2013,15980,0.146767613,2345.35
07/24/22,Brandon Gonzalez,Patrick Brady,Honda,Silverado,2016,30295,0.136748179,4142.79
08/20/22,Carol Cabrera,Zachary Brown,Chevrolet,Civic,2017,11864,0.083191279,986.98
04/26/23,Bradley Lopez,Jessica Reid,Chevrolet,Corolla,2015,29817,0.062327834,1858.43
12/13/22,Deborah Perez,Jason Murphy,Toyota,Silverado,2013,36173,0.093557935,3384.27
08/21/22,Rodney Thomas,Timothy Ellis,Toyota,Corolla,2011,27133,0.073526554,1995
02/15/23,Lauren Murphy,Randall Yang,Toyota,Silverado,2014,37913,0.137417938,5209.93
05/11/22,Angela Wood,Cory Rogers,Honda,F-150,2017,37923,0.091910432,3485.52
03/23/23,Carol Taylor,Bradley Wilcox,Honda,Civic,2010,49122,0.070310096,3453.77
04/16/23,Eduardo White,Brenda Werner,Honda,Corolla,2021,25069,0.071331945,1788.22
08/24/22,Debbie Smith,Scott Donovan,Honda,Civic,2017,44652,0.083283473,3718.77
11/03/22,Charles Patrick,Donald Gregory Jr.,Nissan,Altima,2020,29694,0.055507208,1648.23
03/22/23,Roger Strong,Adam Richardson,Nissan,Altima,2019,25601,0.098465809,2520.82
12/23/22,Tracy Li,Amber Wells,Honda,Civic,2014,29843,0.054172647,1616.67
01/16/23,Curtis Gutierrez,Jorge Williams,Toyota,F-150,2011,21667,0.141795717,3072.29
08/31/22,Russell Graham,Benjamin Boyle,Honda,Civic,2017,14344,0.141775724,2033.63
12/13/22,David Guzman,Sheila Frank,Nissan,Silverado,2022,40186,0.14989199,6023.56
12/09/22,Cindy Parker,Amanda Ferrell,Honda,Corolla,2011,13766,0.129079333,1776.91
12/23/22,Mrs. Jennifer Page,Kyle Collins,Honda,Altima,2018,21350,0.103338049,2206.27
05/07/22,Lindsay Scott,Roberta Wall,Nissan,F-150,2016,11280,0.132880034,1498.89
01/10/23,Katherine Castro,Colin Wilson,Chevrolet,Corolla,2021,16613,0.091766969,1524.52
03/25/23,Ian Armstrong,Ashlee Guzman,Nissan,Civic,2013,39916,0.122112009,4874.22
05/29/22,Charles Johnson,Robert Conley,Ford,Civic,2021,26876,0.086318525,2319.9
02/03/23,Jessica Thompson,Nancy Cooley,Nissan,Silverado,2012,35616,0.148981016,5306.11
09/25/22,Amy Hebert,Ashley Benton,Toyota,F-150,2011,30248,0.065154038,1970.78
04/27/23,Brian Mullen,Christine Perez,Chevrolet,Silverado,2014,10025,0.059271937,594.2
03/24/23,Jessica Navarro,Michael Dawson,Chevrolet,F-150,2012,17326,0.120964077,2095.82
05/01/23,Chelsea Lucero,Stanley Perez,Nissan,Civic,2021,36948,0.11820734,4367.52
12/02/22,Amber Williams,Rachel Estrada,Toyota,Corolla,2013,15025,0.132165849,1985.79
09/16/22,Carl Wright,Mrs. Karla Horn,Ford,Corolla,2020,36925,0.143845407,5311.49
02/20/23,Angela Johnson,Samuel Duke,Ford,Altima,2017,39332,0.114974011,4522.16
08/24/22,Glenn Gonzalez,Kendra Clark,Ford,F-150,2014,45837,0.086689901,3973.6
06/30/22,James Sutton,Tammy Ward,Honda,Silverado,2016,38265,0.08034791,3074.51
04/29/23,Benjamin Burton,Valerie Salazar,Ford,Altima,2018,48884,0.083590255,4086.23
01/04/23,Danielle Murphy,Crystal Dean,Honda,Civic,2022,15231,0.121576275,1851.73
10/25/22,Brittney Hale,Anthony Peters,Toyota,Corolla,2018,32520,0.13987486,4548.73
12/14/22,Brenda Adams,Yvonne Harper,Honda,F-150,2015,41135,0.144529851,5945.24
05/25/22,Michelle Santana,Andrea Diaz,Ford,Silverado,2014,37862,0.147721215,5593.02
04/18/23,Stacey Bradley,Tina Simpson,Nissan,Civic,2013,14671,0.137177572,2012.53
04/17/23,Jerry King,Chelsea Webb,Chevrolet,Corolla,2014,19940,0.148989448,2970.85
02/03/23,Matthew Cooper,Julia Mcclain,Chevrolet,Altima,2019,28152,0.064239202,1808.46
06/01/22,Kenneth Leon,Tommy Gonzalez,Nissan,Silverado,2018,48410,0.085320319,4130.36
04/29/23,Joel Torres,Daniel Case DVM,Ford,Altima,2010,17862,0.107374253,1917.92
06/02/22,Heather Gonzalez,Michelle Bush,Chevrolet,Corolla,2019,13144,0.088974582,1169.48
02/28/23,Colton Cooper,Dr. Michelle Guerra,Chevrolet,Altima,2010,27838,0.120194229,3345.97
11/01/22,Paul Taylor,Thomas Edwards,Ford,Silverado,2015,11599,0.106657735,1237.12
11/28/22,Ryan Williamson,Dana Hampton,Nissan,Corolla,2018,48099,0.128783715,6194.37
01/19/23,Kyle Jackson,Mr. Shawn Johnson,Ford,Corolla,2018,10418,0.148482956,1546.9
05/04/22,Richard Howard,Larry Andrews,Toyota,Altima,2022,31836,0.120816604,3846.32
07/24/22,Jacob Wade,Christopher Jenkins,Ford,Altima,2015,29785,0.092425865,2752.9
03/09/23,Richard Anderson,Caitlin Hughes,Nissan,Civic,2011,43101,0.090237164,3889.31
03/15/23,Sean Robinson,Lydia Fleming,Ford,F-150,2022,32055,0.062044505,1988.84
06/29/22,George Hawkins,William Juarez,Honda,Corolla,2016,16578,0.141114865,2339.4
08/26/22,Debbie Wells,Kathryn Park,Honda,Civic,2021,46780,0.077381418,3619.9
02/14/23,Haley Campbell,Kaitlin Rogers,Ford,Altima,2019,47011,0.066211592,3112.67
03/28/23,David Miles,Angela Hall,Toyota,Altima,2012,48518,0.13138673,6374.62
03/16/23,Albert George,Brian Wagner,Nissan,Silverado,2019,44162,0.128188407,5661.06
01/03/23,Nathan Whitehead,Jessica Becker,Ford,Civic,2011,20900,0.126024872,2633.92
04/16/23,Joseph Moore,Phillip Conley,Ford,F-150,2020,27795,0.0739954,2056.7
01/30/23,Miss Andrea Cox,Anthony Gordon,Ford,F-150,2010,14816,0.069903865,1035.7
02/19/23,Danny Hall,Kevin Morris,Honda,F-150,2019,43586,0.05800043,2528.01
10/21/22,Christina Adkins,Katie Bell,Honda,Civic,2022,48743,0.11107111,5413.94
10/22/22,Brian Ramos,Hunter Mccoy,Ford,Civic,2021,42308,0.103506541,4379.15
11/07/22,Edward Fowler,Jacob Woods,Honda,F-150,2018,46030,0.131087744,6033.97
09/25/22,Richard Garcia,Scott Humphrey,Chevrolet,Silverado,2010,13906,0.095843234,1332.8
01/24/23,Dr. Samantha Young,John Nunez,Chevrolet,Corolla,2011,34067,0.12732943,4337.73
06/07/22,Amber Shaw,Jeffrey Cameron,Ford,Silverado,2012,42964,0.141651755,6085.93
02/04/23,Warren Matthews,Debra Gaines,Toyota,Corolla,2013,45031,0.075450255,3397.6
10/28/22,Teresa Scott,Nancy Miller,Toyota,Altima,2012,43422,0.08840186,3838.59
01/20/23,Hannah Lawson,Stephanie Osborne,Nissan,Corolla,2022,13530,0.11121022,1504.67
09/09/22,David Long,Laura Mccullough,Ford,F-150,2012,12785,0.075195436,961.37
11/22/22,Tina Sanchez,Rebecca Thompson,Nissan,Civic,2014,24407,0.116117404,2834.08
07/21/22,Patricia West,Michael Michael,Toyota,F-150,2014,46329,0.053654741,2485.77
01/01/23,Paige Miller,Barbara Wong,Honda,Altima,2013,20067,0.148151975,2972.97
12/16/22,James Olsen,Joseph Richard,Nissan,F-150,2014,21084,0.053424536,1126.4
03/26/23,Daniel Branch,Nicholas Snow,Chevrolet,F-150,2010,25761,0.128635894,3313.79
05/06/22,Trevor Campbell,Mrs. Misty Porter,Honda,Altima,2022,30977,0.112036971,3470.57
02/16/23,John Pollard,Amy Ray,Ford,Silverado,2012,15083,0.102747925,1549.75
07/03/22,Craig Colon,Joseph Garcia,Toyota,Civic,2022,29071,0.118286698,3438.71
04/27/23,Kyle Atkins,Benjamin Meadows,Ford,Silverado,2011,32373,0.08936696,2893.08
12/17/22,Eric Byrd,Jasmine Crawford,Chevrolet,Civic,2015,17960,0.07262428,1304.33
02/20/23,Alexander Reed,Barbara Sanchez,Ford,F-150,2011,12386,0.145937913,1807.59
01/16/23,Meagan Mckenzie,Jessica Berry,Ford,Civic,2015,49402,0.054838674,2709.14
12/22/22,Kari Garcia,Sarah Mason,Chevrolet,Corolla,2016,49985,0.13290165,6643.09
10/20/22,Robert Navarro,Lauren Medina,Honda,Civic,2022,27981,0.103730165,2902.47
05/26/22,Pamela Smith,Stacey Brown,Ford,F-150,2016,43773,0.124348166,5443.09
08/16/22,Madison Brewer,Erica Jones,Honda,Corolla,2011,15883,0.10601784,1683.88
10/11/22,Sarah Jackson,Julie Flowers,Ford,Civic,2010,17750,0.124566978,2211.06
10/21/22,Anthony Baker,Claudia Campbell MD,Nissan,Corolla,2011,26017,0.083391553,2169.6
01/31/23,Robert Mack,Julia Gardner,Toyota,F-150,2018,13871,0.13404394,1859.32
08/19/22,Michael Parker,Ashley Nelson,Toyota,Corolla,2012,46203,0.067851123,3134.93
01/24/23,Amy Burke,Kevin Harrison,Ford,F-150,2018,29655,0.08215267,2436.24
11/17/22,Steven Hernandez,Miranda Stanley,Chevrolet,Altima,2022,33110,0.122285942,4048.89
03/07/23,Desiree Cannon,Robert Burke,Ford,Silverado,2021,46139,0.12867908,5937.12
01/28/23,Melissa Ford,John Orozco,Honda,F-150,2022,47277,0.070577033,3336.67
10/09/22,Vanessa Vance,Marie Evans,Chevrolet,F-150,2021,14884,0.081680353,1215.73
07/24/22,Mark Brooks,Tammy Brown,Chevrolet,F-150,2018,31163,0.060057204,1871.56
07/05/22,Gregory Gonzalez,James Gallagher,Toyota,Silverado,2014,13964,0.148722867,2076.77
09/09/22,Robert Blanchard,Daniel Lin,Toyota,Civic,2018,46507,0.145953665,6787.87
04/25/23,Mr. Ronald Nunez,Sara Fletcher,Chevrolet,Corolla,2017,29602,0.078947128,2336.99
06/07/22,Kyle Garrison,Krystal Glass,Honda,Corolla,2014,25555,0.093254882,2383.13
09/12/22,Bryan Robbins,Anne Ferrell,Toyota,Civic,2019,24389,0.095097703,2319.34
10/18/22,Andrew Martinez,David Garrett,Honda,Silverado,2015,37500,0.103799672,3892.49
07/05/22,David Russell,Michael Miller,Nissan,Silverado,2016,24173,0.091079264,2201.66
12/18/22,Edward Rodriguez,Amanda Anderson,Ford,Civic,2018,48905,0.120653061,5900.54
07/21/22,Bryan Jones,Nicole Parsons,Chevrolet,Civic,2017,13097,0.100233911,1312.76
01/23/23,Jason Sparks,John Olson,Honda,Corolla,2015,39430,0.083964739,3310.73
01/10/23,Mark Greene,Samantha Hill,Chevrolet,Civic,2014,16606,0.117475392,1950.8
03/31/23,David Yang,Christopher Roberts,Chevrolet,Altima,2012,34902,0.055008191,1919.9
12/22/22,Jonathan Sullivan,Joshua Ali,Ford,Corolla,2014,38345,0.124913099,4789.79
05/03/22,Daniel Garcia,David Johnson,Nissan,Altima,2015,28962,0.1044098,3023.92
01/27/23,William Kerr,Joseph Elliott,Ford,Civic,2022,38622,0.065223833,2519.07
01/13/23,Crystal Montoya,Kirsten Thompson DDS,Chevrolet,Civic,2012,16242,0.093600959,1520.27
05/16/22,Mark Wagner,Timothy Sims,Toyota,F-150,2018,44409,0.09709587,4311.93
11/19/22,Mary Griffin,Morgan Blair,Toyota,Altima,2012,28391,0.122471068,3477.08
05/26/22,Jacqueline Mcintosh,Virginia Christensen,Nissan,F-150,2014,39059,0.086522705,3379.49
12/19/22,Timothy Becker,Andrew Bowen,Ford,Civic,2012,38980,0.052347642,2040.51
09/17/22,Kathleen Richardson,Casey Marshall,Honda,Corolla,2020,10301,0.132313722,1362.96
11/20/22,Susan Maxwell,Jade Taylor,Nissan,Civic,2021,11516,0.081035957,933.21
12/26/22,Monica Patterson,Samuel Harris,Toyota,F-150,2017,32964,0.114420208,3771.75
12/12/22,Brianna Diaz,Kevin Aguilar,Chevrolet,F-150,2021,29337,0.143044342,4196.49
01/17/23,Dr. Daniel Young PhD,Nicholas Lam,Ford,F-150,2013,24961,0.142822734,3565
10/01/22,Deanna Coleman,George Johnson,Ford,Altima,2022,45546,0.078499965,3575.36
02/18/23,David Haynes,Marie Green,Honda,Silverado,2019,13702,0.112969352,1547.91
05/27/22,Olivia Nunez,Allen Alvarado,Nissan,F-150,2020,24728,0.064195376,1587.42
03/17/23,Judy Booker,Herbert Harris PhD,Ford,F-150,2011,46299,0.08650304,4005
11/04/22,Justin Fry,Pamela Anderson,Ford,F-150,2015,43704,0.122541935,5355.57
02/26/23,Glenda Contreras,Joseph Salazar,Nissan,F-150,2011,21302,0.092127881,1962.51
07/25/22,Eric Johnson,Joshua Webb,Toyota,Corolla,2015,31973,0.089156876,2850.61
05/13/22,Edgar Jones,Kelly Herman,Chevrolet,F-150,2021,37032,0.087794766,3251.22
03/14/23,Jay Parks,Michelle Hayes,Toyota,Corolla,2019,24771,0.096175892,2382.37
05/18/22,Anna Ponce,Sharon Tapia,Nissan,Civic,2022,21629,0.135361027,2927.72
06/13/22,Anthony Hernandez,Toni Smith,Honda,Silverado,2016,22495,0.12640586,2843.5
03/25/23,Shannon Chambers,Shane Underwood,Nissan,F-150,2021,46775,0.128325122,6002.41
02/21/23,Jose Green,Ariana Boyd,Ford,Silverado,2018,27140,0.131605813,3571.78
04/13/23,Vanessa Clark,Olivia Hall,Nissan,F-150,2017,47252,0.109838787,5190.1
04/13/23,Julie Carpenter,Kevin Marshall,Honda,F-150,2016,20032,0.059540339,1192.71
12/02/22,Jenna Gomez,Steven Jackson,Ford,Civic,2015,10684,0.141340114,1510.08
12/28/22,Emily Morse,Sarah Mason,Ford,Altima,2018,31592,0.096319767,3042.93
11/21/22,Maria Walker,Nicole Warren,Nissan,Corolla,2012,40501,0.098344782,3983.06
08/17/22,Charles Holland,Aaron Wells,Chevrolet,Civic,2020,37942,0.083739757,3177.25
01/24/23,Timothy Blanchard,Tiffany Mathews,Toyota,Silverado,2012,43942,0.06458616,2838.05
01/28/23,Kevin Wolfe,Jason Yates,Chevrolet,Corolla,2010,35786,0.08954102,3204.31
05/11/22,Brian Cox,Jessica Gilmore,Ford,Corolla,2022,22488,0.066179299,1488.24
11/29/22,Andrea Hart MD,Raymond West,Honda,Corolla,2015,24124,0.109814451,2649.16
09/25/22,Jo Taylor,Holly Hardy,Ford,F-150,2012,19446,0.128681649,2502.34
09/07/22,Angelica Hughes,Jacob Stokes,Honda,F-150,2013,48419,0.127018014,6150.09
04/19/23,Janice Curtis,Henry Ayala,Chevrolet,Corolla,2021,28651,0.092142266,2639.97
12/04/22,Melvin Martin,Carrie Boyd,Chevrolet,F-150,2013,49855,0.144553721,7206.73
05/24/22,James Vega,Harold Hernandez DVM,Honda,Corolla,2021,36865,0.057082798,2104.36
05/06/22,Mr. Nicholas Reynolds,Tanner Collier,Chevrolet,Civic,2018,41520,0.068166132,2830.26
03/26/23,Debbie Roberts,Jose Ward,Chevrolet,Altima,2012,25699,0.065448206,1681.95
12/22/22,Emily Bean,Marcus Bullock,Ford,F-150,2017,10503,0.062559908,657.07
12/01/22,William Glover DDS,Erica Alexander,Honda,Civic,2022,13986,0.094023194,1315.01
03/12/23,Michael Brown,Carlos Phelps,Ford,Civic,2010,12103,0.053400818,646.31
09/05/22,Mr. Eric Harding,Martin Wells,Toyota,Civic,2017,25635,0.147659518,3785.25
08/29/22,Cheryl Cook,Colin Welch,Chevrolet,Civic,2019,27849,0.059948967,1669.52
12/16/22,Michele King,Katelyn Mercado,Nissan,F-150,2018,14023,0.116598105,1635.06
05/01/22,Rodney Howell,Tina Zimmerman,Toyota,Altima,2010,11040,0.067260471,742.56
08/11/22,Caitlyn Bennett,Sandra Chase,Honda,F-150,2012,29937,0.143609085,4299.23
04/27/23,Hannah Moore,Elizabeth Taylor,Chevrolet,Corolla,2013,31020,0.121529608,3769.85
